"childid","catholic","race","race_white","race_black","race_hispanic","race_asian","p5numpla","p5hmage","p5hdage","w3daded","w3momed","w3daded_hsb","w3momed_hsb","w3momscr","w3dadscr","w3inccat","w3income","w3povrty","p5fstamp","c5r2mtsc","c5r2mtsc_std"
"0110006C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.388,-1.35042820528859
"0110007C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,2,44,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,38.18,NA,"$15,001 TO $20,000",17500.5,1,0,56.146,0.580583100873787
"0110011C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.693,-1.4219738315698
"0110017C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,33,45,"BACHELOR'S DEGREE","SOME COLLEGE",0,0,61.56,61.56,"$75,001 TO $100,000",87500.5,0,0,28.133,-2.30316888332105
"0110020C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.986,-2.11241486102022
"0110021C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,2,28,28,"9TH - 12TH GRADE","SOME COLLEGE",1,0,38.18,35.78,"$20,001 TO $25,000",22500.5,0,0,45.023,-0.564455749667002
"0110024C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,37,38,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,NA,53.5,"$50,001 TO $75,000",62500.5,0,0,45.046,-0.562088052682157
"0113003C",0,"ASIAN",0,0,0,1,1,44,47,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,61.56,48.69,"$75,001 TO $100,000",87500.5,0,0,51.891,0.142559158677342
"0114001C",1,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,40,30,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,34.95,35.78,"$25,001 TO $30,000",27500.5,0,1,49.308,-0.123343507055541
"0114002C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.948,-0.263346459202936
"0114004C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,37,35,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,NA,35.92,"$50,001 TO $75,000",62500.5,0,0,50.791,0.029321476793419
"0114006C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,43,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,NA,NA,"$15,001 TO $20,000",17500.5,1,1,32.583,-1.845070988427
"0114007C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,29,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,NA,NA,"$20,001 TO $25,000",22500.5,1,0,57.016,0.670143812909253
"0114009C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,28,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,38.18,NA,"$50,001 TO $75,000",62500.5,0,0,49.529,-0.100593027331589
"0114010C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.066,-2.51595278191565
"0114011C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,35,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,38.18,NA,"$20,001 TO $25,000",22500.5,1,0,45.265,-0.53954345965254
"0114014C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,2,28,27,"9TH - 12TH GRADE","SOME COLLEGE",1,0,38.18,35.78,"$40,001 TO $50,000",45000.5,0,1,51.323,0.0840873374863709
"0114018C",1,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.614,-0.606559578658389
"0114019C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.812,-1.71855361475851
"0114020C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.635,-1.8397179343743
"0114021C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,39,42,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,53.5,NA,"$15,001 TO $20,000",17500.5,1,0,49.948,-0.057459764868532
"0114022C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.653,-2.0437516484597
"0114023C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,37,35,"8TH GRADE OR BELOW","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,NA,37.67,"$5,001 TO $10,000",7500.5,1,1,34.002,-1.69899437879674
"0115003C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,39,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,35.78,NA,"$5,000 TO $5,000",5000,1,1,52.395,0.194442605649612
"0115004C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,30,NA,"NOT APPLICABLE","9TH - 12TH GRADE",NA,1,34.95,NA,"$5,000 TO $5,000",5000,1,1,51.384,0.0903668816635703
"0115006C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,34,NA,"NOT APPLICABLE","8TH GRADE OR BELOW",NA,1,NA,NA,"$5,000 TO $5,000",5000,1,1,52.425,0.197530906064627
"0115007C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,30,40,"SOME COLLEGE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,38.18,35.78,"$25,001 TO $30,000",27500.5,0,0,44.914,-0.575676574508228
"0115008C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,27,33,"HIGH SCHOOL DIPLOMA/EQUIVALENT","9TH - 12TH GRADE",1,1,NA,35.92,"$10,001 TO $15,000",12500.5,1,1,48.572,-0.199109810570602
"0115009C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,39,56,"9TH - 12TH GRADE","SOME COLLEGE",1,0,35.78,39.2,"$5,001 TO $10,000",7500.5,1,1,44.702,-0.597500564107675
"0115010C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,30,NA,"NOT APPLICABLE","9TH - 12TH GRADE",NA,1,34.95,NA,"$10,001 TO $15,000",12500.5,1,1,35.489,-1.54591762155911
"0115012C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,38,NA,"NOT APPLICABLE","9TH - 12TH GRADE",NA,1,34.95,NA,"$15,001 TO $20,000",17500.5,0,0,48.703,-0.185624232091698
"0115016C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.024,-0.461409459152633
"0115017C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.953,-0.0569450481326958
"0115018C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,37,42,"SOME COLLEGE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,38.18,35.78,"$50,001 TO $75,000",62500.5,0,0,51.784,0.131544220530451
"0115019C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,58,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,NA,NA,"$5,001 TO $10,000",7500.5,1,0,49.151,-0.139505612560792
"0115020C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,42,37,"HIGH SCHOOL DIPLOMA/EQUIVALENT","9TH - 12TH GRADE",1,1,34.95,38.18,"$20,001 TO $25,000",22500.5,0,0,55.521,0.516243508894286
"0115022C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,30,32,"SOME COLLEGE","SOME COLLEGE",0,0,38.18,63.43,"$40,001 TO $50,000",45000.5,0,0,41.103,-0.967993670562435
"0115023C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.187,0.173030389438833
"0115024C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,61,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,NA,NA,"$15,001 TO $20,000",17500.5,0,1,49.827,-0.0699159098757637
"0116001C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,NA,NA,"NOT APPLICABLE","GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE",NA,0,72.1,NA,"$50,001 TO $75,000",62500.5,0,0,56.559,0.623098703253841
"0116002C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,44,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,35.78,53.5,"$200,001 TO $200,001",200001,0,0,63.054,1.29171574310482
"0116004C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,43,"DOCTORATE OR PROFESSIONAL DEGREE","BACHELOR'S DEGREE",0,0,63.43,59,"$200,001 TO $200,001",200001,0,0,65.885,1.58314835893517
"0116006C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,42,"DOCTORATE OR PROFESSIONAL DEGREE","DOCTORATE OR PROFESSIONAL DEGREE",0,0,59,59,"$200,001 TO $200,001",200001,0,0,58.362,0.808705558196307
"0116007C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,38,44,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,34.95,53.5,"$50,001 TO $75,000",62500.5,0,0,57.085,0.67724690386379
"0116008C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,48,48,"DOCTORATE OR PROFESSIONAL DEGREE","MASTER'S DEGREE (MA, MS)",0,0,53.5,53.5,"$100,001 TO $200,000",150000.5,0,0,55.973,0.562773901813861
"0116009C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,NA,"NOT APPLICABLE","BACHELOR'S DEGREE",NA,0,63.43,NA,"$5,001 TO $10,000",7500.5,1,0,62.939,1.27987725818059
"0116013C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,2,32,64,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,NA,NA,"$5,000 TO $5,000",5000,1,1,49.754,-0.0774307742189695
"0116014C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,36,46,"BACHELOR'S DEGREE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,NA,34.95,"$35,001 TO $40,000",37500.5,0,0,49.414,-0.112431512255818
"0116016C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,35,39,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,38.18,39.2,"$25,001 TO $30,000",27500.5,0,0,52.058,0.159750697654264
"0116017C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,46,NA,"NOT APPLICABLE","MASTER'S DEGREE (MA, MS)",NA,0,63.43,NA,"$25,001 TO $30,000",27500.5,0,0,52.053,0.159235980918428
"0116018C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,45,NA,"NOT APPLICABLE","BACHELOR'S DEGREE",NA,0,35.78,NA,"$50,001 TO $75,000",62500.5,0,0,61.395,1.12093273015443
"0116019C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,46,44,"SOME COLLEGE","BACHELOR'S DEGREE",0,0,53.5,38.18,"$75,001 TO $100,000",87500.5,0,0,64.537,1.44438072695378
"0116020C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,NA,40,"MASTER'S DEGREE (MA, MS)","NOT APPLICABLE",0,NA,NA,63.43,"$40,001 TO $50,000",45000.5,0,0,55.942,0.559582658051678
"0116021C",0,"NOT ASCERTAINED",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.913,0.453653953816626
"0116022C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,39,42,"DOCTORATE OR PROFESSIONAL DEGREE","DOCTORATE OR PROFESSIONAL DEGREE",0,0,59,59,"$100,001 TO $200,000",150000.5,0,0,56.161,0.582127251081295
"0116024C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,39,37,"DOCTORATE OR PROFESSIONAL DEGREE","BACHELOR'S DEGREE",0,0,52.54,59,"$50,001 TO $75,000",62500.5,0,0,50.551,0.00461507347329102
"0117002C",0,"ASIAN",0,0,0,1,1,40,46,"BACHELOR'S DEGREE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,NA,35.92,"$15,001 TO $20,000",17500.5,1,0,50.305,-0.0207089899298409
"0117003C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,2,34,31,"HIGH SCHOOL DIPLOMA/EQUIVALENT","9TH - 12TH GRADE",1,1,NA,39.2,"$50,001 TO $75,000",62500.5,0,0,38.568,-1.22895505563129
"0117004C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,42,43,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,62.87,53.5,"$75,001 TO $100,000",87500.5,0,0,54.538,0.415050198628926
"0117005C",0,"ASIAN",0,0,0,1,1,37,43,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,38.18,53.5,"$50,001 TO $75,000",62500.5,0,0,57.148,0.683732334735324
"0117007C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.152,-1.16883614088565
"0117008C",0,"NOT ASCERTAINED",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.013,1.80221180170698
"0117012C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,43,44,"HIGH SCHOOL DIPLOMA/EQUIVALENT","9TH - 12TH GRADE",1,1,38.18,33.42,"$30,001 TO $35,000",32500.5,0,0,36.632,-1.428253375747
"0117013C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.696,-0.70106157135788
"0117014C",0,"AMERICAN INDIAN OR ALASKA NATIVE",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.753,1.26072979560749
"0117017C",0,"NATIVE HAWAIIAN, OTHER PACIFIC ISLANDER",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.222,0.279576753756888
"0117020C",0,"ASIAN",0,0,0,1,1,36,46,"GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE","SOME COLLEGE",0,0,NA,53.5,"$35,001 TO $40,000",37500.5,0,0,55.062,0.46899251254454
"0117021C",0,"ASIAN",0,0,0,1,1,38,41,"SOME COLLEGE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,NA,34.95,"$40,001 TO $50,000",45000.5,0,0,48.912,-0.164109072533754
"0117022C",0,"ASIAN",0,0,0,1,1,40,48,"SOME COLLEGE","SOME COLLEGE",0,0,38.18,39.2,"$40,001 TO $50,000",45000.5,0,0,47.553,-0.304009081333982
"0118002C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,2,28,35,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,NA,35.92,"$5,001 TO $10,000",7500.5,1,1,37.014,-1.38892901712912
"0118005C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,31,29,"9TH - 12TH GRADE","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,NA,35.92,"$50,001 TO $75,000",62500.5,0,0,35.335,-1.56177089702286
"0118007C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,33,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,38.18,NA,"$30,001 TO $35,000",32500.5,0,0,59.096,0.884265975017033
"0118008C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,42,48,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,29.6,NA,"$20,001 TO $25,000",22500.5,1,0,57.58,0.728203860711555
"0118012C",0,"NOT ASCERTAINED",0,0,0,0,1,41,50,"HIGH SCHOOL DIPLOMA/EQUIVALENT","BACHELOR'S DEGREE",1,0,38.18,35.78,"$10,001 TO $15,000",12500.5,1,1,50.501,-0.000532093885069526
"0118013C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,35,37,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,63.43,35.92,"$35,001 TO $40,000",37500.5,0,0,56.829,0.650893406988986
"0118014C",0,"ASIAN",0,0,0,1,1,40,40,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,38.18,39.18,"$50,001 TO $75,000",62500.5,0,0,53.19,0.276282566647537
"0118015C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,39,48,"SOME COLLEGE","MASTER'S DEGREE (MA, MS)",0,0,38.18,33.42,"$35,001 TO $40,000",37500.5,0,0,46.748,-0.386878475803579
"0118017C",0,"ASIAN",0,0,0,1,1,34,39,"9TH - 12TH GRADE","9TH - 12TH GRADE",1,1,NA,35.92,"$15,001 TO $20,000",17500.5,1,0,58.629,0.83619143188995
"0118018C",0,"ASIAN",0,0,0,1,1,44,47,"SOME COLLEGE","BACHELOR'S DEGREE",0,0,35.78,33.42,"$20,001 TO $25,000",22500.5,0,0,49.333,-0.120769923376362
"0118020C",0,"MORE THAN ONE RACE, NON HISPANIC",0,0,0,0,1,41,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,NA,NA,"$5,000 TO $5,000",5000,1,1,44.389,-0.629721831771009
"0118021C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,35,39,"9TH - 12TH GRADE","SOME COLLEGE",1,0,48.69,NA,"$50,001 TO $75,000",62500.5,0,0,41.091,-0.969228990728442
"0118022C",0,"ASIAN",0,0,0,1,1,49,48,"8TH GRADE OR BELOW","8TH GRADE OR BELOW",1,1,NA,39.2,"$10,001 TO $15,000",12500.5,1,0,41.497,-0.927433991778558
"0118024C",0,"ASIAN",0,0,0,1,2,38,42,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,38.18,33.42,"$40,001 TO $50,000",45000.5,0,0,29.043,-2.20949043739889
"0119003C",1,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,47,48,"SOME COLLEGE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,34.95,35.92,"$30,001 TO $35,000",32500.5,0,0,45.469,-0.51854301683043
"0119007C",0,"ASIAN",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.906,-0.576500121285565
"0119009C",1,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,34,39,"MASTER'S DEGREE (MA, MS)","DOCTORATE OR PROFESSIONAL DEGREE",0,0,34.95,53.5,"$75,001 TO $100,000",87500.5,0,0,44.831,-0.584220872323105
"0119010C",1,"NOT ASCERTAINED",0,0,0,0,1,45,48,"DOCTORATE OR PROFESSIONAL DEGREE","DOCTORATE OR PROFESSIONAL DEGREE",0,0,61.56,77.5,"$100,001 TO $200,000",150000.5,0,0,35.095,-1.58647730034299
"0119011C",1,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,36,NA,"NOT APPLICABLE","BACHELOR'S DEGREE",NA,0,34.95,NA,"$30,001 TO $35,000",32500.5,0,0,39.641,-1.11849684412088
"0119012C",1,"ASIAN",0,0,0,1,1,39,NA,"NOT APPLICABLE","BACHELOR'S DEGREE",NA,0,34.95,NA,"$25,001 TO $30,000",27500.5,0,0,27.574,-2.36071421438751
"0119013C",1,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,25,32,"HIGH SCHOOL DIPLOMA/EQUIVALENT","MASTER'S DEGREE (MA, MS)",1,0,63.43,34.95,"$50,001 TO $75,000",62500.5,0,0,44.487,-0.619633383748623
"0119014C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,37,NA,"NOT APPLICABLE","BACHELOR'S DEGREE",NA,0,61.56,NA,"$50,001 TO $75,000",62500.5,0,0,49.667,-0.0863868454225157
"0119016C",1,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,NA,NA,"NOT APPLICABLE","BACHELOR'S DEGREE",NA,0,61.56,NA,"$40,001 TO $50,000",45000.5,0,0,48.002,-0.257787518455907
"0119017C",1,"ASIAN",0,0,0,1,2,36,46,"SOME COLLEGE","SOME COLLEGE",0,0,34.95,34.95,"$15,001 TO $20,000",17500.5,1,0,36.418,-1.45028325204078
"0119021C",1,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,41,41,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,53.5,34.95,"$75,001 TO $100,000",87500.5,0,0,50.587,0.00832103397131044
"0119022C",1,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,44,46,"SOME COLLEGE","SOME COLLEGE",0,0,NA,38.18,"$100,001 TO $200,000",150000.5,0,0,53.946,0.354107737105942
"0120001C",1,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,34,37,"BACHELOR'S DEGREE","SOME COLLEGE",0,0,52.54,53.5,"$50,001 TO $75,000",62500.5,0,0,49.03,-0.151961757568024
"0120004C",1,"HISPANIC, RACE SPECIFIED",0,0,1,0,2,31,38,"SOME COLLEGE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,34.95,35.78,"$35,001 TO $40,000",37500.5,0,0,42.889,-0.784136852521812
"0120007C",1,"HISPANIC, RACE SPECIFIED",0,0,1,0,2,49,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,38.18,NA,"$50,001 TO $75,000",62500.5,0,0,49.371,-0.116858076184008
"0120012C",1,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,37,42,"SOME COLLEGE","BACHELOR'S DEGREE",0,0,35.78,35.92,"$40,001 TO $50,000",45000.5,0,0,50.011,-0.0509743339969981
"0120014C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,46,46,"SOME COLLEGE","MASTER'S DEGREE (MA, MS)",0,0,NA,NA,"$100,001 TO $200,000",150000.5,0,0,43.807,-0.68963485982232
"0120016C",1,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,40,37,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,38.18,34.95,"$75,001 TO $100,000",87500.5,0,0,45.618,-0.503204458102517
"0120017C",1,"WHITE, NON-HISPANIC",1,0,0,0,2,46,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,38.18,NA,"$40,001 TO $50,000",45000.5,0,0,56.703,0.637922545245919
"0120020C",1,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,38,37,"9TH - 12TH GRADE","SOME COLLEGE",1,0,38.18,34.95,"$50,001 TO $75,000",62500.5,0,0,43.615,-0.709399982478423
"0120021C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,42,"HIGH SCHOOL DIPLOMA/EQUIVALENT","DOCTORATE OR PROFESSIONAL DEGREE",1,0,NA,48.69,"$75,001 TO $100,000",87500.5,0,0,58.74,0.84761814342551
"0120023C",1,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,38,36,"SOME COLLEGE","9TH - 12TH GRADE",0,1,NA,35.78,"$25,001 TO $30,000",27500.5,0,0,55.191,0.482272204329109
"0120024C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,41,47,"VOC/TECH PROGRAM","MASTER'S DEGREE (MA, MS)",1,0,38.18,35.92,"$50,001 TO $75,000",62500.5,0,0,30.628,-2.04632523213888
"0122002C",1,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.482,0.718115412689169
"0122005C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,38,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,35.78,NA,"$40,001 TO $50,000",45000.5,0,0,64.908,1.48257270875281
"0122007C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,43,39,"HIGH SCHOOL DIPLOMA/EQUIVALENT","MASTER'S DEGREE (MA, MS)",1,0,57.83,35.92,"$75,001 TO $100,000",87500.5,0,0,51.937,0.147294552647033
"0122008C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,39,40,"SOME COLLEGE","MASTER'S DEGREE (MA, MS)",0,0,63.43,39.18,"$75,001 TO $100,000",87500.5,0,0,49.283,-0.125917090734721
"0122009C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,47,43,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,38.18,53.5,"$75,001 TO $100,000",87500.5,0,0,50.933,0.043939432091162
"0122010C",1,"MORE THAN ONE RACE, NON HISPANIC",0,0,0,0,1,40,40,"HIGH SCHOOL DIPLOMA/EQUIVALENT","BACHELOR'S DEGREE",1,0,59,34.95,"$100,001 TO $200,000",150000.5,0,0,49.003,-0.154741227941538
"0122014C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,46,46,"BACHELOR'S DEGREE","SOME COLLEGE",0,0,53.5,33.42,"$100,001 TO $200,000",150000.5,0,0,49.969,-0.0552979545780207
"0122015C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,37,43,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,38.18,34.95,"$40,001 TO $50,000",45000.5,0,0,56.883,0.656452347736015
"0122016C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,39,49,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,53.5,35.92,"$75,001 TO $100,000",87500.5,0,0,57.448,0.714615338885484
"0122017C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,44,45,"BACHELOR'S DEGREE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,34.95,53.5,"$100,001 TO $200,000",150000.5,0,0,57.659,0.736336385137764
"0122022C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,35,35,"SOME COLLEGE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,38.18,34.95,"$75,001 TO $100,000",87500.5,0,0,48.524,-0.204051091234628
"0122024C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,51,60,"SOME COLLEGE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,34.95,53.5,"$50,001 TO $75,000",62500.5,0,0,53.518,0.31004798451838
